date,diamond price,inflation rate,interest rate,fed rate,gold price
2019-11-19,9875.03,1.63,0.16,1.55,1472.55
2019-11-18,9877.57,1.63,0.18,1.55,1471.45
2019-11-17,9874.57,1.63,0.18,1.55,1466.55
2019-11-16,9876.79,1.63,0.18,1.55,1466.55
2019-11-15,9872.42,1.63,0.21,1.55,1466.55
2019-11-14,9872.63,1.62,0.2,1.55,1471.08
2019-11-13,9869.85,1.66,0.22,1.55,1463.38
2019-11-12,9868.86,1.7,0.22,1.55,1456.05
2019-11-11,9865.23,1.7,0.22,1.55,1455.75
2019-11-10,9860.47,1.7,0.22,1.55,1530.4
2019-11-09,9856.87,1.7,0.22,1.55,1530.4
2019-11-08,9858.45,1.71,0.23,1.55,1458.75
2019-11-07,9854.38,1.69,0.23,1.55,1468.85
2019-11-06,9857.0,1.66,0.15,1.55,1490.3
2019-11-05,9861.1,1.68,0.18,1.56,1483.78
2019-11-04,9867.6,1.64,0.15,1.56,1509.35
2019-11-03,9874.79,1.64,0.15,1.57,1513.95
2019-11-02,9865.83,1.64,0.15,1.57,1513.95
2019-11-01,9859.45,1.59,0.14,1.57,1513.95
2019-10-31,9864.12,1.54,0.15,1.58,1512.25
2019-10-30,9859.15,1.57,0.21,1.82,1495.6
2019-10-29,9858.14,1.61,0.23,1.82,1487.45
2019-10-28,9862.21,1.64,0.21,1.83,1492.1
2019-10-27,9862.04,1.64,0.21,1.83,1503.3
2019-10-26,9859.69,1.64,0.21,1.83,1503.3
2019-10-25,9859.72,1.65,0.15,1.83,1504.73
2019-10-24,9860.55,1.62,0.15,1.85,1503.65
2019-10-23,9863.33,1.61,0.16,1.85,1492.1
2019-10-22,9861.21,1.61,0.17,1.85,1494.55
2019-10-21,9860.6,1.61,0.19,1.85,1494.55
2019-10-20,9853.9,1.61,0.19,1.85,1497.55
2019-10-19,9856.92,1.61,0.19,1.85,1497.55
2019-10-18,9861.29,1.6,0.16,1.85,1497.55
2019-10-17,9858.65,1.59,0.17,1.85,1512.15
2019-10-16,9856.45,1.57,0.18,1.9,1493.45
2019-10-15,9855.96,1.56,0.21,1.9,1504.85
2019-10-14,9860.12,1.56,0.21,1.82,1492.98
2019-10-13,9859.55,1.56,0.21,1.82,1489.85
2019-10-12,9858.88,1.56,0.21,1.82,1489.85
2019-10-11,9853.38,1.56,0.2,1.82,1489.85
2019-10-10,9850.54,1.52,0.15,1.82,1494.25
2019-10-09,9858.68,1.49,0.1,1.82,1490.15
2019-10-08,9861.2,1.48,0.06,1.82,1505.48
2019-10-07,9865.71,1.51,0.05,1.82,1493.63
2019-10-06,9865.38,1.51,0.05,1.82,1520.55
2019-10-05,9866.6,1.51,0.05,1.82,1520.55
2019-10-04,9865.62,1.5,0.02,1.82,1520.55
2019-10-03,9860.74,1.48,0.06,1.83,1505.35
2019-10-02,9858.33,1.5,0.1,1.85,1499.5
2019-10-01,9855.94,1.52,0.13,1.88,1448.2
2019-09-30,9862.53,1.53,0.15,1.9,1472.25
2019-09-29,9868.45,1.53,0.15,1.83,1496.95
2019-09-28,9867.33,1.53,0.15,1.83,1496.95
2019-09-27,9863.58,1.53,0.16,1.83,1496.95
2019-09-26,9862.0,1.57,0.13,1.85,1492.15
2019-09-25,9861.05,1.6,0.13,1.9,1504.15
2019-09-24,9858.51,1.58,0.06,1.9,1531.65
2019-09-23,9850.1,1.61,0.11,1.9,1504.15
2019-09-22,9833.6,1.61,0.11,1.9,1517.15
2019-09-21,9791.67,1.61,0.11,1.9,1517.15
2019-09-20,9793.78,1.61,0.13,1.9,1517.15
2019-09-19,9797.85,1.61,0.18,1.9,1499.23
2019-09-18,9798.99,1.59,0.21,2.25,1494.13
2019-09-17,9806.37,1.66,0.15,2.3,1501.15
2019-09-16,9808.6,1.67,0.17,2.25,1498.63
2019-09-15,9809.68,1.67,0.17,2.14,1498.63
2019-09-14,9813.37,1.67,0.17,2.14,1498.63
2019-09-13,9809.67,1.67,0.23,2.14,1483.25
2019-09-12,9809.67,1.63,0.16,2.13,1499.15
2019-09-11,9811.68,1.6,0.15,2.13,1496.98
2019-09-10,9826.39,1.6,0.12,2.13,1485.65
2019-09-09,9832.49,1.57,0.06,2.13,1499.13
2019-09-08,9828.55,1.57,0.06,2.12,1502.15
2019-09-07,9828.93,1.57,0.06,2.12,1502.15
2019-09-06,9833.19,1.54,0.01,2.12,1502.15
2019-09-05,9834.67,1.56,0.01,2.13,1519.35
2019-09-04,9836.13,1.51,-0.04,2.13,1552.55
2019-09-03,9830.81,1.5,-0.03,2.13,1549.35
2019-09-02,9835.88,1.5,-0.03,2.13,1529.85
2019-09-01,9835.81,1.5,-0.03,2.13,1520.25
2019-08-31,9834.38,1.5,-0.03,2.13,1520.25
2019-08-30,9835.97,1.55,-0.05,2.13,1520.25
2019-08-29,9835.03,1.59,-0.09,2.12,1503.2
2019-08-28,9836.84,1.55,-0.08,2.12,1538.95
2019-08-27,9842.34,1.55,-0.06,2.12,1542.55
2019-08-26,9844.56,1.54,0.0,2.12,1522.05
2019-08-25,9848.43,1.54,0.0,2.12,1481.15
2019-08-24,9852.86,1.54,0.0,2.12,1481.15
2019-08-23,9852.38,1.54,-0.02,2.12,1481.15
2019-08-22,9854.28,1.55,0.07,2.12,1481.15
2019-08-21,9856.62,1.54,0.05,2.12,1492.15
2019-08-20,9854.46,1.53,0.02,2.13,1507.55
2019-08-19,9860.76,1.56,0.04,2.13,1495.85
2019-08-18,9871.41,1.56,0.04,2.13,1514.15
2019-08-17,9878.62,1.56,0.04,2.13,1514.15
2019-08-16,9886.81,1.54,0.01,2.13,1514.15
2019-08-15,9896.52,1.54,-0.02,2.13,1515.15
2019-08-14,9893.48,1.57,0.02,2.12,1500.15
2019-08-13,9895.96,1.63,0.05,2.12,1475.15
2019-08-12,9900.1,1.61,0.04,2.12,1502.15
2019-08-11,9907.55,1.61,0.04,2.12,1495.25
2019-08-10,9909.26,1.61,0.04,2.12,1495.25
2019-08-09,9916.3,1.66,0.08,2.12,1495.25
2019-08-08,9921.01,1.65,0.07,2.12,1500.15
2019-08-07,9925.56,1.62,0.09,2.12,1501.45
2019-08-06,9927.51,1.62,0.11,2.13,1474.28
2019-08-05,9928.94,1.6,0.15,2.13,1453.75
2019-08-04,9932.32,1.6,0.15,2.14,1453.58
2019-08-03,9934.89,1.6,0.15,2.14,1453.58
2019-08-02,9943.0,1.66,0.2,2.14,1451.85
2019-08-01,9961.14,1.7,0.2,2.14,1450.15
2019-07-31,9965.5,1.76,0.26,2.4,1413.83
2019-07-30,9971.64,1.78,0.28,2.39,1430.65
2019-07-29,9978.29,1.77,0.29,2.4,1430.05
2019-07-28,9981.42,1.77,0.29,2.4,1418.65
2019-07-27,9990.12,1.77,0.29,2.4,1418.65
2019-07-26,9994.18,1.78,0.3,2.4,1418.65
2019-07-25,10003.59,1.8,0.28,2.4,1414.53
2019-07-24,10012.66,1.79,0.26,2.4,1425.58
2019-07-23,10016.73,1.81,0.27,2.4,1417.38
2019-07-22,10028.77,1.79,0.26,2.4,1425.13
2019-07-21,10032.66,1.79,0.26,2.41,1418.15
2019-07-20,10050.03,1.79,0.26,2.41,1418.15
2019-07-19,10055.29,1.8,0.25,2.41,1418.15
2019-07-18,10059.51,1.79,0.25,2.41,1445.95
2019-07-17,10058.9,1.75,0.31,2.41,1426.7
2019-07-16,10065.82,1.8,0.33,2.41,1406.33
2019-07-15,10067.6,1.77,0.32,2.4,1414.08
2019-07-14,10073.09,1.77,0.32,2.38,1426.85
2019-07-13,10068.81,1.77,0.32,2.38,1426.85
2019-07-12,10074.43,1.77,0.35,2.38,1426.85
2019-07-11,10103.14,1.77,0.36,2.4,1403.93
2019-07-10,10103.12,1.74,0.33,2.41,1378.25
2019-07-09,10108.33,1.71,0.36,2.41,1397.6
2019-07-08,10105.81,1.7,0.35,2.41,1395.5
2019-07-07,10113.72,1.7,0.35,2.42,1399.95
2019-07-06,10116.65,1.7,0.35,2.42,1399.95
2019-07-05,10118.12,1.69,0.35,2.42,1399.95
2019-07-04,10119.93,1.69,0.35,2.41,1417.7
2019-07-03,10125.53,1.65,0.31,2.41,1423.45
2019-07-02,10129.34,1.65,0.33,2.4,1423.35
2019-07-01,10138.82,1.69,0.34,2.39,1382.45
2019-06-30,10140.39,1.69,0.34,2.4,1409.5
2019-06-29,10139.78,1.69,0.34,2.4,1409.5
2019-06-28,10143.47,1.69,0.31,2.4,1409.5
2019-06-27,10141.03,1.68,0.33,2.38,1409.68
2019-06-26,10148.51,1.7,0.35,2.38,1407.45
2019-06-25,10165.67,1.67,0.33,2.38,1423.25
2019-06-24,10157.89,1.71,0.31,2.38,1419.55
2019-06-23,10158.76,1.71,0.31,2.38,1399.05
2019-06-22,10163.44,1.71,0.31,2.38,1399.05
2019-06-21,10167.82,1.73,0.34,2.38,1399.05
2019-06-20,10174.82,1.74,0.27,2.37,1388.18
2019-06-19,10171.44,1.67,0.36,2.37,1333.05
2019-06-18,10171.72,1.64,0.42,2.37,1346.48
2019-06-17,10169.74,1.61,0.48,2.38,1336.15
2019-06-16,10171.79,1.61,0.48,2.36,1333.05
2019-06-15,10175.77,1.61,0.48,2.36,1333.05
2019-06-14,10178.22,1.63,0.46,2.36,1333.05
2019-06-13,10183.34,1.68,0.42,2.37,1342.35
2019-06-12,10188.76,1.71,0.42,2.37,1333.55
2019-06-11,10192.18,1.72,0.43,2.37,1329.55
2019-06-10,10192.18,1.73,0.42,2.37,1328.13
2019-06-09,10192.18,1.73,0.42,2.37,1340.7
2019-06-08,10192.33,1.73,0.42,2.37,1340.7
2019-06-07,10193.49,1.74,0.35,2.37,1340.7
2019-06-06,10195.57,1.73,0.39,2.37,1335.6
2019-06-05,10200.69,1.75,0.37,2.38,1330.18
2019-06-04,10205.58,1.74,0.38,2.38,1325.28
2019-06-03,10198.76,1.73,0.34,2.38,1325.18
2019-06-02,10202.55,1.73,0.34,2.4,1305.65
2019-06-01,10208.45,1.73,0.34,2.4,1305.65
2019-05-31,10207.12,1.74,0.4,2.4,1305.65
2019-05-30,10212.14,1.74,0.48,2.39,1289.05
2019-05-29,10216.63,1.75,0.5,2.39,1292.85
2019-05-28,10221.64,1.73,0.53,2.39,1292.85
2019-05-27,10220.33,1.73,0.53,2.38,1285.2
2019-05-26,10229.72,1.73,0.53,2.38,1292.85
2019-05-25,10257.36,1.73,0.53,2.38,1292.85
2019-05-24,10256.45,1.76,0.56,2.38,1292.85
2019-05-23,10258.37,1.73,0.58,2.38,1283.45
2019-05-22,10283.12,1.79,0.6,2.38,1273.85
2019-05-21,10299.53,1.83,0.6,2.39,1269.15
2019-05-20,10312.92,1.81,0.6,2.39,1297.85
2019-05-19,10312.92,1.81,0.6,2.39,1277.55
2019-05-18,10318.74,1.81,0.6,2.39,1277.55
2019-05-17,10326.01,1.81,0.58,2.39,1277.55
2019-05-16,10328.62,1.84,0.56,2.39,1280.15
2019-05-15,10332.47,1.83,0.54,2.4,1307.35
2019-05-14,10330.86,1.86,0.56,2.38,1311.85
2019-05-13,10329.43,1.85,0.55,2.38,1300.05
2019-05-12,10330.71,1.85,0.55,2.38,1286.0
2019-05-11,10218.774,1.85,0.55,2.38,1286.0
2019-05-10,10218.609,1.88,0.59,2.38,1286.0
2019-05-09,10217.924,1.85,0.6,2.38,1284.13
2019-05-08,10221.822,1.87,0.62,2.39,1280.93
2019-05-07,10224.562,1.87,0.58,2.4,1288.85
2019-05-06,10231.468,1.91,0.6,2.4,1275.15
2019-05-05,10235.523,1.91,0.6,2.4,1276.65
2019-05-04,10233.991,1.91,0.6,2.4,1276.65
2019-05-03,10239.062,1.91,0.63,2.4,1276.65
2019-05-02,10240.287,1.89,0.66,2.41,1287.85
2019-05-01,10247.128,1.93,0.59,2.45,1276.68
2019-04-30,10249.521,1.95,0.56,2.45,1287.95
2019-04-29,10250.563,1.96,0.58,2.45,1288.05
2019-04-28,10250.479,1.96,0.58,2.44,1286.25
2019-04-27,10256.355,1.96,0.58,2.44,1286.25
2019-04-26,10256.231,1.97,0.54,2.44,1286.25
2019-04-25,10252.362,1.98,0.56,2.44,1277.35
2019-04-24,10252.891,1.96,0.57,2.44,1275.38
2019-04-23,10257.779,1.95,0.62,2.44,1265.65
2019-04-22,10264.377,1.95,0.64,2.44,1273.25
2019-04-21,10260.361,1.95,0.64,2.44,1274.1
2019-04-20,10263.589,1.95,0.64,2.44,1274.1
2019-04-19,10259.578,1.95,0.64,2.44,1274.1
2019-04-18,10258.304,1.95,0.62,2.43,1274.1
2019-04-17,10261.491,1.94,0.65,2.42,1274.13
2019-04-16,10263.366,1.96,0.64,2.41,1272.95
2019-04-15,10263.723,1.94,0.61,2.41,1273.15
2019-04-14,10269.652,1.94,0.61,2.41,1290.4
2019-04-13,10267.607,1.94,0.61,2.41,1290.4
2019-04-12,10264.797,1.95,0.61,2.41,1290.4
2019-04-11,10268.874,1.94,0.57,2.41,1288.75
2019-04-10,10268.731,1.94,0.54,2.41,1307.85
2019-04-09,10269.692,1.91,0.6,2.41,1303.88
2019-04-08,10272.026,1.91,0.61,2.41,1292.65
2019-04-07,10273.795,1.91,0.61,2.41,1290.15
2019-04-06,10276.099,1.91,0.61,2.41,1290.15
2019-04-05,10272.698,1.9,0.6,2.41,1290.15
2019-04-04,10273.404,1.9,0.61,2.41,1294.35
2019-04-03,10274.53,1.91,0.61,2.41,1289.95
2019-04-02,10274.444,1.9,0.58,2.41,1293.15
2019-04-01,10275.831,1.9,0.59,2.41,1285.15
2019-03-31,10276.613,1.9,0.59,2.43,1292.88
2019-03-30,10280.026,1.9,0.59,2.43,1292.88
2019-03-29,10275.763,1.88,0.53,2.43,1292.88
2019-03-28,10268.444,1.83,0.56,2.41,1291.2
2019-03-27,10258.229,1.84,0.55,2.41,1309.78
2019-03-26,10231.598,1.86,0.55,2.4,1316.38
2019-03-25,10232.821,1.88,0.55,2.4,1322.23
2019-03-24,10231.769,1.88,0.55,2.41,1313.08
2019-03-23,10233.174,1.88,0.55,2.41,1313.08
2019-03-22,10233.55,1.9,0.54,2.41,1313.23
2019-03-21,10231.129,1.96,0.58,2.41,1309.53
2019-03-20,10229.788,1.96,0.58,2.41,1314.13
2019-03-19,10234.641,1.95,0.66,2.4,1306.73
2019-03-18,10235.909,1.96,0.64,2.4,1303.53
2019-03-17,10235.684,1.96,0.64,2.4,1302.13
2019-03-16,10244.204,1.96,0.64,2.4,1302.13
2019-03-15,10259.911,1.94,0.65,2.4,1301.38
2019-03-14,10264.551,1.94,0.69,2.4,1296.53
2019-03-13,10278.512,1.92,0.69,2.4,1309.83
2019-03-12,10285.343,1.9,0.71,2.4,1301.08
2019-03-11,10283.069,1.91,0.73,2.4,1293.23
2019-03-10,10281.438,1.91,0.73,2.4,1296.68
2019-03-09,10279.822,1.91,0.73,2.4,1296.68
2019-03-08,10276.975,1.9,0.72,2.4,1299.28
2019-03-07,10277.017,1.9,0.74,2.4,1280.13
2019-03-06,10280.251,1.91,0.78,2.4,1286.58
2019-03-05,10284.649,1.93,0.79,2.4,1287.78
2019-03-04,10283.891,1.94,0.78,2.4,1291.88
2019-03-03,10283.443,1.94,0.78,2.4,1292.78
2019-03-02,10287.57,1.94,0.78,2.4,1292.78
2019-03-01,10290.061,1.96,0.8,2.4,1292.78
2019-02-28,10285.805,1.95,0.78,2.4,1313.58
2019-02-27,10284.917,1.93,0.76,2.4,1319.98
2019-02-26,10284.765,1.92,0.72,2.4,1328.93
2019-02-25,10281.568,1.92,0.75,2.4,1326.73
2019-02-24,10280.825,1.92,0.75,2.4,1327.63
2019-02-23,10277.781,1.92,0.75,2.4,1327.63
2019-02-22,10271.094,1.91,0.74,2.4,1327.63
2019-02-21,10270.659,1.91,0.78,2.4,1323.28
2019-02-20,10270.284,1.89,0.76,2.4,1336.73
2019-02-19,10272.666,1.87,0.78,2.4,1322.63
2019-02-18,10270.828,1.87,0.78,2.4,1336.88
2019-02-17,10273.483,1.87,0.78,2.4,1323.38
2019-02-16,10275.51,1.87,0.78,2.4,1323.38
2019-02-15,10273.15,1.86,0.8,2.4,1323.38
2019-02-14,10276.096,1.85,0.81,2.4,1305.93
2019-02-13,10273.457,1.86,0.85,2.4,1304.13
2019-02-12,10274.61,1.83,0.85,2.4,1310.73
2019-02-11,10280.774,1.82,0.83,2.4,1308.13
2019-02-10,10285.229,1.82,0.83,2.4,1314.93
2019-02-09,10285.951,1.82,0.83,2.4,1314.93
2019-02-08,10287.199,1.82,0.81,2.4,1314.93
2019-02-07,10290.677,1.84,0.81,2.4,1300.13
2019-02-06,10305.582,1.86,0.84,2.4,1306.58
2019-02-05,10342.955,1.87,0.84,2.4,1322.38
2019-02-04,10343.886,1.87,0.86,2.4,1310.13
2019-02-03,10346.007,1.87,0.86,2.4,1318.63
2019-02-02,10345.328,1.87,0.86,2.4,1318.63
2019-02-01,10345.188,1.88,0.82,2.4,1318.63
2019-01-31,10345.366,1.85,0.78,2.4,1321.03
2019-01-30,10347.995,1.84,0.86,2.4,1319.78
2019-01-29,10349.079,1.78,0.94,2.4,1312.18
2019-01-28,10349.156,1.78,0.97,2.4,1303.58
2019-01-27,10353.446,1.78,0.97,2.4,1309.88
2019-01-26,10355.479,1.78,0.97,2.4,1309.88
2019-01-25,10356.659,1.79,0.97,2.4,1309.88
2019-01-24,10354.47,1.77,0.95,2.4,1281.13
2019-01-23,10358.923,1.8,0.96,2.4,1282.73
2019-01-22,10357.755,1.79,0.95,2.4,1285.18
2019-01-21,10358.369,1.79,0.95,2.4,1276.03
2019-01-20,10345.576,1.79,0.95,2.4,1281.23
2019-01-19,10316.238,1.79,0.95,2.4,1281.23
2019-01-18,10316.527,1.83,0.96,2.4,1281.23
2019-01-17,10324.317,1.79,0.96,2.4,1291.95
2019-01-16,10328.404,1.82,0.91,2.4,1293.55
2019-01-15,10325.792,1.81,0.91,2.4,1276.25
2019-01-14,10324.351,1.81,0.9,2.4,1291.55
2019-01-13,10328.215,1.81,0.9,2.4,1291.75
2019-01-12,10331.423,1.81,0.9,2.4,1291.75
2019-01-11,10331.534,1.83,0.88,2.4,1287.55
2019-01-10,10343.876,1.81,0.93,2.4,1286.25
2019-01-09,10344.798,1.83,0.91,2.4,1293.95
2019-01-08,10349.276,1.82,0.91,2.4,1285.55
2019-01-07,10357.868,1.78,0.92,2.4,1289.55
2019-01-06,10359.125,1.78,0.92,2.4,1284.95
2019-01-05,10359.831,1.78,0.92,2.4,1284.95
2019-01-04,10363.847,1.76,0.91,2.4,1284.95
2019-01-03,10366.896,1.68,0.88,2.4,1294.05
2019-01-02,10371.661,1.7,0.96,2.4,1284.55
2019-01-01,10376.469,1.7,0.96,2.4,1284.55
2018-12-31,10372.095,1.71,0.98,2.4,1279.45
2018-12-30,10373.83,1.71,0.98,2.4,1280.75
2018-12-29,10377.801,1.71,0.98,2.4,1280.75
2018-12-28,10381.911,1.73,0.99,2.4,1280.75
2018-12-27,10380.702,1.74,1.03,2.4,1275.75
2018-12-26,10384.58,1.77,1.04,2.4,1267.05
2018-12-25,10388.461,1.77,1.04,2.4,1270.23
2018-12-24,10400.319,1.75,0.99,2.4,1269.13
2018-12-23,10425.342,1.75,0.99,2.4,1251.98
2018-12-22,10429.375,1.75,0.99,2.4,1251.98
2018-12-21,10429.275,1.77,1.02,2.4,1251.98
2018-12-20,10429.263,1.76,1.03,2.4,1266.88
2018-12-19,10432.186,1.8,0.97,2.2,1243.13
2018-12-18,10436.401,1.81,1.01,2.2,1249.33
2018-12-17,10440.119,1.81,1.05,2.2,1245.88
2018-12-16,10440.078,1.81,1.05,2.19,1238.43
2018-12-15,10438.97,1.81,1.05,2.19,1238.43
2018-12-14,10438.659,1.82,1.07,2.19,1238.43
2018-12-13,10447.627,1.83,1.08,2.19,1241.88
2018-12-12,10478.723,1.83,1.08,2.19,1239.83
2018-12-11,10483.263,1.83,1.06,2.19,1242.53
2018-12-10,10489.133,1.86,0.99,2.2,1244.33
2018-12-09,10492.864,1.86,0.99,2.19,1248.68
2018-12-08,10493.833,1.86,0.99,2.19,1248.68
2018-12-07,10491.555,1.89,0.96,2.19,1248.68
2018-12-06,10486.94,1.9,0.97,2.2,1238.18
2018-12-05,10493.556,1.9,0.97,2.2,1232.83
2018-12-04,10492.671,1.94,0.97,2.2,1238.63
2018-12-03,10494.246,1.96,1.02,2.19,1237.38
2018-12-02,10486.453,1.96,1.02,2.2,1218.98
2018-12-01,10482.812,1.96,1.02,2.2,1218.98
2018-11-30,10487.83,1.97,1.04,2.2,1218.98
2018-11-29,10505.079,1.98,1.05,2.2,1224.48
2018-11-28,10506.118,1.94,1.12,2.2,1221.18
2018-11-27,10514.288,1.91,1.15,2.2,1231.88
2018-11-26,10519.609,1.96,1.11,2.2,1231.88
2018-11-25,10528.483,1.96,1.11,2.2,1227.63
2018-11-24,10529.561,1.96,1.11,2.2,1227.63
2018-11-23,10532.143,1.96,1.09,2.2,1227.63
2018-11-22,10538.411,1.96,1.09,2.2,1229.5
2018-11-21,10559.214,1.97,1.09,2.2,1226.08
2018-11-20,10625.005,1.97,1.09,2.2,1221.58
2018-11-19,10701.701,1.99,1.07,2.2,1233.88
2018-11-18,10694.498,1.99,1.07,2.2,1221.23
2018-11-17,10691.357,1.99,1.07,2.2,1221.23
2018-11-16,10684.675,2.02,1.06,2.2,1221.23
2018-11-15,10682.034,2.0,1.11,2.2,1213.38
2018-11-14,10683.533,2.0,1.12,2.2,1214.73
2018-11-13,10680.741,2.02,1.12,2.2,1202.38
2018-11-12,10682.5,2.02,1.12,2.19,1200.13
2018-11-11,10676.373,2.02,1.12,2.19,1209.73
2018-11-10,10677.559,2.02,1.12,2.19,1209.73
2018-11-09,10676.153,2.04,1.15,2.19,1209.73
2018-11-08,10675.213,2.07,1.17,2.2,1223.68
2018-11-07,10672.938,2.07,1.15,2.2,1224.83
2018-11-06,10670.088,2.07,1.15,2.2,1226.98
2018-11-05,10663.515,2.06,1.14,2.2,1231.63
2018-11-04,10658.082,2.06,1.14,2.19,1246.88
2018-11-03,10652.9,2.06,1.14,2.19,1246.88
2018-11-02,10646.58,2.06,1.16,2.19,1233.08
2018-11-01,10643.252,2.02,1.12,2.2,1234.13
2018-10-31,10646.195,2.05,1.1,2.2,1215.33
2018-10-30,10653.903,2.05,1.07,2.2,1222.73
2018-10-29,10665.223,2.06,1.02,2.2,1230.18
2018-10-28,10668.262,2.06,1.02,2.2,1233.48
2018-10-27,10673.173,2.06,1.02,2.2,1233.48
2018-10-26,10664.551,2.06,1.02,2.2,1223.53
2018-10-25,10641.012,2.05,1.09,2.2,1223.53
2018-10-24,10594.766,2.07,1.03,2.2,1234.68
2018-10-23,10604.476,2.09,1.08,2.2,1241.88
2018-10-22,10617.42,2.11,1.09,2.19,1223.53
2018-10-21,10635.717,2.11,1.09,2.19,1226.88
2018-10-20,10633.315,2.11,1.09,2.19,1226.88
2018-10-19,10629.771,2.11,1.09,2.19,1226.88
2018-10-18,10632.283,2.1,1.07,2.19,1230.18
2018-10-17,10632.257,2.13,1.06,2.19,1221.33
2018-10-16,10638.37,2.13,1.03,2.18,1224.43
2018-10-15,10644.102,2.13,1.03,2.18,1234.88
2018-10-14,10627.338,2.13,1.03,2.18,1217.93
2018-10-13,10584.027,2.13,1.03,2.18,1217.93
2018-10-12,10581.718,2.12,1.03,2.18,1217.93
2018-10-11,10588.148,2.12,1.02,2.18,1227.88
2018-10-10,10596.951,2.16,1.06,2.18,1194.33
2018-10-09,10606.39,2.17,1.04,2.18,1177.63
2018-10-08,10613.26,2.17,1.04,2.18,1196.88
2018-10-07,10612.327,2.17,1.04,2.18,1202.88
2018-10-06,10605.115,2.17,1.04,2.18,1202.88
2018-10-05,10606.442,2.16,1.07,2.18,1202.88
2018-10-04,10606.137,2.16,1.03,2.18,1199.68
2018-10-03,10606.032,2.16,0.99,2.18,1197.18
2018-10-02,10607.256,2.12,0.93,2.18,1180.13
2018-10-01,10600.555,2.14,0.95,2.18,1212.88
2018-09-30,10586.36,2.14,0.95,2.18,1188.38
2018-09-29,10589.485,2.14,0.95,2.18,1188.38
2018-09-28,10588.742,2.14,0.91,2.18,1188.38
2018-09-27,10587.29,2.15,0.91,2.18,1181.33
2018-09-26,10582.475,2.14,0.92,1.93,1200.88
2018-09-25,10585.804,2.16,0.94,1.93,1201.33
2018-09-24,10587.207,2.16,0.92,1.93,1195.23
2018-09-23,10582.026,2.16,0.92,1.92,1199.63
2018-09-22,10575.524,2.16,0.92,1.92,1199.63
2018-09-21,10571.95,2.15,0.92,1.92,1199.63
2018-09-20,10589.835,2.15,0.92,1.92,1207.18
2018-09-19,10594.739,2.15,0.93,1.92,1203.98
2018-09-18,10597.367,2.13,0.92,1.92,1195.63
2018-09-17,10602.304,2.1,0.89,1.92,1200.93
2018-09-16,10610.859,2.1,0.89,1.92,1193.73
2018-09-15,10620.552,2.1,0.89,1.92,1193.73
2018-09-14,10617.123,2.1,0.89,1.92,1193.73
2018-09-13,10613.55,2.1,0.87,1.92,1201.58
2018-09-12,10618.974,2.12,0.85,1.92,1205.98
2018-09-11,10635.248,2.12,0.86,1.92,1198.78
2018-09-10,10632.653,2.1,0.84,1.92,1195.93
2018-09-09,10630.313,2.1,0.84,1.92,1192.83
2018-09-08,10631.342,2.1,0.84,1.92,1192.83
2018-09-07,10628.701,2.1,0.84,1.92,1192.83
2018-09-06,10630.79,2.08,0.8,1.92,1200.28
2018-09-05,10633.912,2.09,0.81,1.92,1201.88
2018-09-04,10634.374,2.1,0.8,1.92,1191.13
2018-09-03,10640.035,2.1,0.8,1.91,1201.15
2018-09-02,10643.894,2.1,0.8,1.91,1204.53
2018-09-01,10646.879,2.1,0.8,1.91,1204.53
2018-08-31,10645.295,2.08,0.78,1.91,1204.53
2018-08-30,10646.805,2.1,0.76,1.92,1199.53
2018-08-29,10650.376,2.12,0.77,1.92,1196.63
2018-08-28,10665.563,2.11,0.77,1.92,1221.38
2018-08-27,10716.892,2.11,0.74,1.92,1214.78
2018-08-26,10721.17,2.11,0.74,1.92,1206.18
2018-08-25,10718.875,2.11,0.74,1.92,1206.18
2018-08-24,10711.801,2.09,0.73,1.92,1206.18
2018-08-23,10709.513,2.09,0.73,1.92,1183.13
2018-08-22,10752.646,2.08,0.74,1.92,1195.53
2018-08-21,10758.255,2.08,0.77,1.92,1196.13
2018-08-20,10758.361,2.07,0.75,1.92,1191.88
2018-08-19,10772.129,2.07,0.75,1.92,1188.88
2018-08-18,10769.072,2.07,0.75,1.92,1188.88
2018-08-17,10769.229,2.08,0.79,1.92,1188.88
2018-08-16,10773.372,2.08,0.79,1.92,1186.88
2018-08-15,10767.648,2.08,0.78,1.91,1170.13
2018-08-14,10773.519,2.09,0.8,1.91,1191.13
2018-08-13,10772.572,2.1,0.78,1.91,1188.13
2018-08-12,10777.116,2.1,0.78,1.91,1211.73
2018-08-11,10778.353,2.1,0.78,1.91,1211.73
2018-08-10,10768.113,2.09,0.78,1.91,1211.73
2018-08-09,10765.371,2.11,0.82,1.91,1212.28
2018-08-08,10769.62,2.11,0.85,1.91,1223.88
2018-08-07,10773.713,2.13,0.85,1.91,1197.83
2018-08-06,10775.254,2.11,0.83,1.91,1203.33
2018-08-05,10774.794,2.11,0.83,1.91,1213.43
2018-08-04,10769.284,2.11,0.83,1.91,1213.43
2018-08-03,10764.475,2.12,0.83,1.91,1213.43
2018-08-02,10760.829,2.12,0.86,1.91,1207.98
2018-08-01,10756.781,2.13,0.87,1.91,1224.88
2018-07-31,10740.532,2.12,0.84,1.91,1220.18
2018-07-30,10742.954,2.13,0.85,1.91,1226.88
2018-07-29,10745.638,2.13,0.85,1.91,1223.38
2018-07-28,10742.262,2.13,0.85,1.91,1223.38
2018-07-27,10741.911,2.12,0.84,1.91,1223.38
